,0,1,2,3,4,5,6
874,80,80,70,70,80,70,70
875,86,86,70,70,86,70,86
876,73,77,70,73,70,77,73
877,86,74,74,86,74,70,74
878,70,77,70,77,70,85,77
879,70,89,73,89,70,70,73
880,80,70,80,70,80,80,80
881,73,73,77,73,77,77,77
882,80,70,80,70,70,70,80
883,80,80,80,70,80,70,70
884,79,79,70,70,79,79,70
885,71,83,71,71,83,83,71
886,86,88,88,86,70,86,88
887,70,80,70,80,70,70,70
888,70,80,70,80,70,80,70
889,86,86,70,70,86,70,70
890,73,70,73,70,73,73,74
891,80,80,80,70,70,89,89
892,70,77,77,76,77,77,70
893,77,77,70,77,77,70,77
894,70,76,70,77,76,70,70
895,70,70,83,83,70,83,88
896,80,80,80,80,80,80,70
897,68,73,74,68,87,68,73
898,70,80,70,80,70,70,80
899,70,80,70,70,70,70,80
900,70,70,70,70,80,80,70
901,77,70,77,70,77,70,70
902,88,85,77,88,85,70,88
903,70,70,80,80,86,80,86
904,80,77,70,70,80,77,70
905,86,80,86,71,80,86,86
906,80,80,70,86,80,80,70
907,70,70,77,70,77,70,70
908,71,77,77,71,77,77,71
909,80,71,71,71,80,80,71
910,71,71,71,80,71,80,80
911,71,78,71,71,71,71,78
912,88,73,73,88,71,73,88
913,77,77,77,77,71,71,77
914,71,80,88,80,85,80,88
915,71,71,71,71,71,71,80
916,71,87,88,71,88,71,71
917,80,80,71,71,71,80,88
918,71,86,86,86,86,86,71
919,68,74,87,87,68,87,87
920,68,68,68,80,80,80,68
921,80,86,66,66,66,86,80
922,90,69,69,90,69,69,69
923,64,80,80,80,80,64,64
924,80,69,69,69,69,69,74
925,87,88,69,87,88,88,87
926,69,69,77,69,77,69,69
927,69,69,69,69,80,80,80
928,69,69,80,83,83,80,83
929,76,77,69,77,77,69,77
930,74,74,88,88,88,73,73
931,87,88,69,69,69,87,88
932,77,76,77,69,77,76,76
933,69,80,69,80,69,69,69
934,69,69,69,69,69,80,69
935,70,70,80,89,89,70,70
936,80,77,80,86,80,77,70
937,70,80,70,70,80,70,80
938,70,86,77,77,70,77,77
939,68,80,80,68,88,68,88
940,67,67,67,77,77,67,67
941,80,80,80,67,77,77,67
942,66,66,66,80,80,66,66
943,67,67,88,67,88,67,67
944,89,80,89,89,80,67,77
945,86,85,85,88,88,36,77
946,76,75,54,54,76,76,75
947,61,61,61,86,74,61,74
948,70,70,70,77,70,86,77
949,80,68,80,86,80,86,80
950,80,80,68,80,80,80,80
951,81,76,68,68,74,76,74
952,77,68,77,68,77,77,68
953,77,68,80,68,68,68,77
954,68,79,79,79,68,79,68
955,68,80,86,80,86,80,86
956,80,67,80,80,80,80,67
957,77,65,65,65,65,77,65
958,80,67,67,80,67,67,80
959,66,77,66,66,77,77,66
960,66,80,80,80,66,66,80
961,66,66,80,66,80,66,66
962,66,66,66,80,66,80,66
963,80,80,66,80,88,66,88
964,80,77,68,77,68,68,80
965,30,84,30,30,77,84,84
966,30,30,86,30,30,30,30
967,9,80,80,80,9,9,80
968,22,84,22,84,22,84,84
969,41,75,41,75,76,41,41
970,77,64,64,77,64,77,64
971,64,89,89,89,64,89,77
972,65,80,80,65,80,80,65
973,79,69,69,79,79,69,79
974,69,69,88,88,88,88,88
975,88,69,88,69,69,69,69
976,88,87,87,69,73,87,73
977,73,73,73,69,69,73,69
978,85,69,69,69,85,69,85
979,88,88,88,88,80,88,88
980,69,69,69,80,80,69,69
981,80,69,69,80,80,80,69
982,73,69,73,74,74,69,73
983,88,88,88,88,69,88,88
984,70,88,70,88,88,70,70
985,69,80,69,69,69,80,69
986,88,70,70,70,88,70,70
987,88,88,88,70,70,88,88
988,86,70,86,70,86,70,77
989,84,76,75,84,75,76,76
990,80,86,80,80,70,86,80
991,78,78,78,78,70,78,70
992,77,88,70,70,77,88,77
993,77,70,75,75,74,76,75
994,70,80,80,80,70,70,70
995,70,77,77,70,70,77,77
996,77,77,77,77,77,68,76
997,77,77,77,77,77,77,77
998,77,77,77,77,67,77,77
999,77,67,77,67,67,67,77
1000,67,67,77,77,77,67,77
1001,77,77,77,69,69,69,77
1002,77,77,77,77,77,70,77
1003,76,85,70,76,77,77,85
1004,80,90,90,90,66,80,80
1005,80,80,80,80,80,64,64
1006,87,87,87,80,64,80,87
1007,77,70,77,77,70,77,70
1008,69,69,80,80,69,80,69
1009,80,80,69,80,80,69,69
1010,69,80,80,80,80,80,80
1011,69,78,78,69,78,78,69
1012,70,70,70,77,80,70,70
1013,73,88,73,88,88,74,74
1014,70,70,77,70,77,77,77
1015,80,76,80,70,76,76,70
1016,74,70,74,70,88,70,70
1017,80,80,80,80,69,69,69
1018,63,63,80,80,63,63,80
1019,73,88,88,62,62,62,73
1020,85,85,85,85,88,88,17
1021,80,80,36,36,80,80,80
1022,79,70,70,70,70,79,70
1023,77,70,77,70,70,70,70
1024,86,86,86,70,70,86,70
1025,73,88,88,73,80,70,80
1026,77,70,77,80,70,80,77
1027,68,68,73,73,73,73,68
1028,68,86,77,68,77,68,77
1029,77,68,77,77,77,68,77
1030,77,66,66,66,66,77,77
1031,67,74,76,74,67,74,74
1032,77,77,76,77,76,67,77
1033,76,74,74,69,74,76,76
1034,73,74,74,73,69,69,74
1035,77,66,77,77,66,77,66
1036,77,77,77,64,64,81,81
1037,77,77,55,77,86,55,77
1038,70,70,88,70,70,88,70
1039,80,70,80,70,80,70,70
1040,77,69,77,86,77,77,69
1041,86,77,68,77,68,77,68
1042,85,85,85,85,68,85,85
1043,68,68,68,77,77,68,77
1044,67,80,77,67,67,80,80
1045,66,80,66,66,66,66,66
1046,66,66,66,66,66,88,66
1047,77,69,77,69,69,77,77
1048,77,69,69,77,86,77,86
1049,69,77,77,77,77,69,77
1050,20,80,20,86,20,86,86
1051,69,69,69,69,69,69,77
1052,83,83,77,77,77,68,83
1053,80,68,68,68,68,68,68
1054,77,69,77,69,69,77,69
1055,67,80,67,80,80,80,67
1056,83,83,83,65,65,65,83
1057,69,69,77,69,77,77,77
1058,74,67,80,80,67,67,74
1059,69,69,69,77,69,69,77
1060,74,74,74,76,76,74,74
1061,69,80,69,77,80,80,80
1062,80,80,80,71,71,71,71
1063,68,68,76,68,80,80,76
1064,20,82,20,78,82,20,78
1065,89,79,56,56,79,79,56
1066,75,75,75,68,75,75,76
1067,69,77,69,69,69,69,77
1068,80,80,69,80,69,69,69
1069,67,67,67,78,78,80,88
1070,68,77,77,77,68,68,68
1071,77,77,68,68,77,68,77
1072,77,77,68,77,68,86,68
1073,88,67,67,88,88,88,88
1074,77,80,77,77,67,67,67
1075,67,80,80,67,67,80,67
1076,67,81,76,75,67,76,74
1077,67,67,88,88,88,88,67
1078,76,76,76,61,76,75,61
1079,77,69,77,69,84,84,84
1080,77,77,69,77,77,77,77
1081,69,78,78,78,69,69,78
1082,70,70,80,80,80,70,70
1083,70,70,70,70,88,70,88
1084,79,69,79,79,79,69,69
1085,69,80,69,69,80,80,80
1086,80,80,80,69,80,80,69
1087,69,73,69,69,69,73,73
1088,73,73,70,73,70,70,73
1089,88,70,88,88,73,88,88
1090,66,66,88,88,66,88,66
1091,84,50,74,84,75,75,50
1092,69,77,69,69,77,69,69
1093,77,77,69,77,69,69,77
1094,69,69,69,77,77,69,69
1095,69,77,77,69,77,69,69
1096,70,70,86,86,70,70,86
1097,80,80,80,69,80,80,69
1098,77,77,77,69,77,69,69
1099,80,80,67,80,67,67,80
1100,80,67,80,80,77,80,67
1101,66,80,66,66,66,85,85
1102,77,77,86,77,77,77,69
1103,63,77,80,80,80,63,77
1104,77,77,80,77,65,65,80
1105,73,73,88,71,88,71,73
1106,80,78,71,71,80,80,80
1107,68,68,80,68,68,80,68
1108,68,80,80,68,80,80,68
1109,88,80,67,88,88,88,67
1110,68,77,84,68,73,84,84
1111,69,80,80,80,69,69,69
1112,80,67,67,80,67,80,80
1113,80,67,67,80,80,80,67
1114,77,77,69,77,77,77,69
1115,77,80,77,86,69,69,69
1116,74,13,74,74,74,74,74
1117,69,80,69,80,69,69,80
1118,51,77,51,77,77,77,77
1119,86,86,86,86,60,60,60
1120,77,77,69,77,69,69,77
1121,84,69,69,69,69,69,69
1122,78,78,80,78,80,78,78
1123,27,80,80,27,80,27,80
1124,89,86,5,89,86,89,89
1125,88,88,88,34,88,34,34
1126,74,74,74,74,31,31,31
1127,80,80,80,80,71,80,71
1128,69,69,69,79,79,79,69
1129,69,85,85,85,85,69,80
1130,79,79,69,69,69,69,79
1131,68,68,88,88,68,88,88
1132,69,69,80,86,80,86,86
1133,76,74,48,48,48,48,48
1134,69,80,69,69,80,80,69
1135,64,64,84,80,84,64,84
1136,69,69,80,69,80,69,80
1137,69,86,86,86,80,80,86
1138,70,78,77,78,78,80,78
1139,73,88,88,78,78,88,73
1140,67,77,67,77,77,77,67
1141,66,66,79,79,79,79,79
1142,79,79,79,70,70,70,79
1143,70,78,70,88,88,78,70
1144,70,70,70,70,70,80,70
1145,67,67,67,80,67,80,67
1146,66,66,66,66,80,66,80
1147,68,80,68,68,80,80,80
1148,80,80,67,67,67,67,80
1149,44,80,80,80,44,80,80
1150,69,69,80,80,69,69,69
1151,69,69,69,69,69,78,78
1152,70,70,70,86,86,89,86
1153,84,80,80,84,80,80,80
1154,87,38,87,87,87,38,87
1155,77,69,69,86,77,77,86
1156,80,80,80,69,78,80,78
1157,83,70,83,83,70,83,70
1158,80,80,69,69,80,80,80
1159,52,52,85,87,85,52,85
1160,86,86,86,86,80,86,70
1161,80,73,80,73,73,73,80
1162,77,69,69,77,77,69,69
1163,69,69,80,80,80,69,69
1164,70,70,76,70,70,70,70
1165,77,77,80,77,80,80,69
1166,77,66,77,77,77,66,77
1167,77,77,77,67,67,77,77
1168,80,66,66,80,66,66,66
1169,67,67,80,80,67,67,80
1170,67,67,80,67,67,67,67
1171,80,80,80,80,67,67,80
1172,12,77,77,77,77,77,77
1173,80,70,70,70,70,80,86
1174,80,88,88,88,80,80,88
1175,70,70,70,86,86,70,86
1176,80,70,89,80,89,80,70
1177,69,77,69,77,69,69,69
1178,77,77,67,77,67,67,77
1179,77,77,68,77,77,68,77
1180,67,77,77,73,73,67,67
1181,73,73,77,73,73,77,77
1182,67,67,77,77,77,77,77
1183,67,67,73,77,73,77,67
1184,79,79,67,79,79,79,67
1185,89,77,67,67,89,67,77
1186,80,80,77,80,67,80,77
1187,48,48,78,48,78,78,78
1188,73,63,63,90,73,90,73
1189,70,80,70,70,80,70,80
1190,77,70,70,77,86,77,70
1191,71,78,80,80,71,78,78
1192,66,80,80,66,80,80,66
1193,80,67,80,67,67,80,67
1194,80,78,67,78,67,78,80
1195,66,66,66,80,66,66,66
1196,80,65,65,65,80,80,65
1197,77,77,80,77,77,69,80
1198,88,88,33,88,88,33,33
1199,83,69,77,83,83,77,69
1200,76,23,23,23,76,23,23
1201,69,69,69,79,69,69,69
1202,77,77,77,69,77,77,77
1203,84,8,77,86,86,84,86
1204,77,77,80,15,80,89,80
1205,80,80,69,69,69,69,69
1206,77,66,66,77,66,77,66
1207,88,88,68,68,88,68,68
1208,80,80,88,68,80,78,80
1209,67,67,77,77,67,77,67
1210,87,88,87,87,68,87,87
1211,80,86,86,67,80,67,67
1212,80,80,66,86,86,80,85
1213,78,88,80,66,66,80,88
1214,49,80,80,80,80,80,80
1215,73,73,69,69,69,87,69
1216,70,86,86,70,86,70,86
1217,68,88,88,88,88,88,88
1218,68,77,77,77,77,68,68
1219,86,77,75,75,76,68,77
1220,68,80,80,80,80,80,68
1221,67,80,80,67,67,67,80
1222,73,73,66,66,73,66,73
1223,66,66,66,80,80,66,80
1224,67,80,80,80,80,80,80
1225,68,77,77,77,68,77,77
1226,78,80,70,78,80,80,78
1227,80,80,68,80,68,80,68
1228,68,68,68,68,68,68,73
1229,80,88,80,80,88,80,68
1230,67,77,77,67,67,77,77
1231,80,73,63,73,63,73,73
1232,64,64,64,79,64,79,64
1233,80,69,69,80,69,69,80
1234,77,77,71,77,77,71,77
1235,67,67,67,67,78,67,67
1236,70,80,80,70,80,80,80
1237,80,69,80,77,69,80,77
1238,80,69,80,80,69,80,80
1239,73,74,86,68,74,74,86
1240,69,75,87,69,87,69,69
1241,77,70,70,77,80,80,70
1242,64,64,64,64,64,77,64
1243,83,71,83,83,71,83,83
1244,70,73,70,73,73,73,73
1245,78,70,78,70,78,70,78
1246,77,68,68,77,68,77,68
1247,90,67,90,67,67,90,67
1248,88,67,88,67,88,67,67
1249,66,77,66,66,66,77,77
1250,73,68,73,73,68,73,73
1251,70,77,70,70,77,70,77
1252,80,70,70,70,70,80,80
1253,68,88,68,68,88,68,88
1254,77,77,77,70,70,77,77
1255,70,70,80,80,80,80,70
1256,80,80,80,70,70,70,80
1257,80,80,70,70,80,70,80
1258,86,77,70,77,77,86,77
1259,77,77,86,86,77,77,86
1260,80,68,68,68,68,80,68
1261,68,68,68,80,80,80,68
1262,69,86,86,69,86,69,86
1263,80,69,69,69,80,80,69
1264,69,69,69,69,80,69,80
1265,70,70,70,80,80,70,70
1266,46,46,46,80,80,80,80
1267,80,80,68,80,68,80,68
1268,80,65,65,65,65,65,80
1269,86,30,77,77,30,30,30
1270,66,77,77,66,77,77,77
1271,77,77,77,67,77,77,77
1272,77,80,80,77,67,80,67
1273,88,88,67,67,88,80,67
1274,88,88,66,66,87,66,66
1275,88,67,67,88,88,88,88
1276,69,69,80,69,69,80,69
1277,78,78,78,78,78,78,78
1278,70,80,84,80,80,84,84
1279,76,76,74,76,76,70,74
1280,78,70,70,78,70,78,78
1281,69,80,80,80,69,69,69
1282,69,69,80,69,69,69,80
1283,70,70,70,77,77,77,70
1284,85,80,69,80,69,69,85
1285,67,67,67,67,67,80,80
1286,77,86,86,77,84,10,84
1287,77,77,69,69,77,69,69
1288,69,69,69,77,69,77,77
1289,86,86,69,69,69,69,86
1290,80,80,80,86,67,86,80
1291,77,69,77,69,77,69,77
1292,70,81,76,76,70,76,76
1293,74,81,71,87,81,71,87
1294,79,71,79,79,79,79,79
1295,80,80,70,70,80,80,70
1296,80,80,77,80,69,80,69
1297,86,67,67,67,86,67,86
1298,84,77,84,26,77,84,26
1299,14,80,86,86,86,80,14
1300,70,70,80,80,70,70,80
1301,77,54,77,77,54,77,54
1302,77,77,70,70,70,70,77
1303,67,73,67,73,73,73,73
1304,69,69,69,78,73,69,73
1305,68,77,68,77,68,77,77
1306,80,67,80,80,67,80,80
1307,79,67,67,67,67,67,67
1308,80,77,67,77,80,77,77
1309,47,47,80,47,47,47,47
1310,80,80,18,18,18,80,80
1311,69,80,80,69,80,77,80
1312,69,69,80,80,77,69,77
1313,88,82,82,82,88,82,85
1314,73,67,88,73,73,67,88
1315,80,86,86,86,80,86,80
1316,80,70,70,70,70,70,80
1317,80,69,69,80,69,80,69
1318,79,69,79,79,79,79,69
1319,80,69,80,69,69,80,80
1320,80,80,69,80,80,69,80
1321,69,69,77,77,77,77,69
1322,77,66,77,66,66,77,66
1323,67,67,67,80,80,80,80
1324,69,69,80,80,69,80,69
1325,69,69,69,69,80,80,69
1326,80,80,80,80,80,80,80
1327,67,80,80,67,80,67,80
1328,80,69,80,69,69,80,80
1329,69,80,69,80,80,69,69
1330,67,67,80,67,80,80,67
1331,68,79,68,68,68,79,68
1332,80,66,80,66,80,66,80
1333,77,77,67,80,77,67,77
1334,69,69,80,80,80,80,80
1335,69,80,80,69,80,69,69
1336,77,81,69,69,81,69,76
1337,77,69,69,69,77,77,77
1338,80,80,80,80,69,80,80
1339,77,66,77,66,77,80,80
1340,68,68,86,86,68,86,68
1341,80,65,80,65,80,80,80
1342,80,80,69,80,69,80,80
1343,68,68,68,80,68,80,80
1344,66,66,80,80,80,80,80
1345,67,67,67,67,80,80,67
1346,80,80,65,65,65,65,65
1347,31,31,31,80,31,31,80
1348,80,80,80,80,80,80,80
1349,66,77,66,77,77,66,66
1350,80,22,22,80,80,22,80
1351,69,69,69,77,69,77,77
1352,80,49,49,49,49,80,80
1353,67,67,86,86,67,67,86
1354,65,80,80,65,65,65,65
1355,69,69,69,80,80,69,69
1356,69,77,77,77,77,77,69
1357,86,86,89,89,86,86,67
1358,73,69,73,69,69,73,73
1359,69,69,80,80,80,80,80
1360,77,77,77,67,77,67,67
1361,69,69,69,77,77,69,77
1362,73,73,69,73,73,73,73
1363,69,69,69,69,79,69,79
1364,69,69,73,73,73,69,69
1365,66,66,73,66,66,80,80
1366,67,80,67,67,67,67,79
1367,67,75,67,67,67,75,75
1368,80,67,67,80,67,67,67
1369,23,80,23,80,80,23,23
1370,80,67,88,67,67,67,80
1371,67,67,83,77,67,77,83
1372,67,67,73,73,73,73,73
1373,72,44,72,72,72,72,72
1374,53,53,53,53,77,53,53
1375,66,80,66,66,80,66,80
1376,70,77,70,77,77,77,77
1377,70,77,70,77,70,86,77
1378,70,70,70,70,70,79,79
1379,70,70,70,70,70,86,70
1380,80,70,80,80,70,80,80
1381,80,69,80,69,69,69,69
1382,80,80,70,80,70,80,70
1383,74,74,74,70,70,76,70
1384,70,80,70,80,80,70,70
1385,70,70,70,70,77,86,77
1386,87,87,70,87,70,70,87
1387,70,86,70,86,86,70,70
1388,70,80,70,70,70,80,80
1389,80,80,80,80,80,70,70
1390,78,70,78,70,70,70,78
1391,70,80,80,70,80,70,80
1392,70,80,80,80,80,70,80
1393,88,88,88,73,88,73,73
1394,70,70,70,86,86,70,70
1395,71,80,71,71,71,71,80
1396,80,80,69,80,80,80,69
1397,80,80,80,80,80,80,80
1398,69,69,80,69,80,69,80
1399,70,70,88,70,88,88,70
1400,68,86,86,68,68,68,80
1401,66,80,66,66,66,80,66
1402,80,66,66,66,66,80,66
1403,67,77,80,77,80,77,80
1404,77,77,77,77,77,60,77
1405,80,80,80,80,80,70,80
1406,86,80,68,86,86,80,80
1407,73,67,67,73,73,67,73
1408,68,77,68,77,77,77,77
1409,76,75,67,75,75,75,75
1410,66,66,66,80,66,66,80
1411,87,87,41,41,41,74,74
1412,68,75,76,68,76,68,75
1413,67,67,67,67,67,67,73
1414,73,68,73,73,73,73,68
1415,76,67,73,76,67,73,67
1416,67,87,67,67,87,67,73
1417,70,70,80,70,80,70,70
1418,80,66,80,66,66,66,80
1419,67,73,67,67,87,73,87
1420,77,77,77,70,70,77,70
1421,66,80,80,66,66,66,66
1422,66,66,88,88,66,82,66
1423,89,68,68,68,68,68,89
1424,80,80,80,86,67,67,86
1425,67,80,77,77,77,67,67
1426,80,80,69,69,69,80,69
1427,80,69,69,80,69,80,80
1428,77,77,77,70,77,70,77
1429,71,71,80,86,80,80,80
1430,80,70,70,70,80,70,70
1431,88,70,88,70,88,70,70
1432,80,71,71,71,71,80,71
1433,70,70,80,73,73,80,73
1434,71,71,86,86,71,71,86
1435,77,77,77,68,77,77,68
1436,66,80,86,80,80,66,66
1437,67,67,67,67,67,67,67
1438,80,80,80,80,68,68,68
1439,80,80,80,78,78,80,80
1440,67,80,67,80,67,80,67
1441,86,80,86,86,80,86,80
1442,68,68,68,68,68,68,68
1443,67,67,80,80,80,80,80
1444,77,76,77,85,38,76,76
1445,67,80,80,67,67,80,67
1446,77,68,68,77,77,77,77
1447,80,80,66,66,66,80,66
1448,69,80,69,69,80,80,80
1449,69,69,80,69,80,80,80
1450,86,20,74,20,74,20,74
1451,88,13,13,13,13,13,88
1452,77,77,16,77,85,77,77
1453,19,19,80,78,78,19,19
1454,20,90,20,90,90,90,90
1455,16,16,16,90,16,90,16
1456,80,77,80,80,27,27,77
1457,77,77,69,69,80,69,69
1458,84,84,86,86,77,10,77
1459,69,84,69,84,69,69,69
1460,77,69,80,80,77,69,80
1461,8,77,77,8,8,8,77
1462,86,86,86,78,86,86,80
1463,77,77,77,70,70,70,77
1464,68,80,68,68,68,68,80
1465,77,68,80,77,68,80,68
1466,80,80,80,80,80,80,80
1467,80,80,80,80,66,66,66
1468,68,68,80,68,80,80,68
1469,74,68,76,76,74,68,76
1470,75,76,68,75,68,76,75
1471,68,88,68,88,68,68,68
1472,69,69,69,87,77,77,87
1473,12,80,80,12,12,76,80
1474,67,67,67,67,67,86,86
1475,66,80,66,80,77,80,80
1476,82,82,82,21,82,21,82
1477,88,83,83,70,70,88,88
1478,80,68,73,78,78,73,68
1479,77,68,68,68,77,68,77
1480,77,74,76,47,76,77,47
1481,80,80,80,80,80,80,80
1482,79,69,79,69,79,69,79
1483,73,73,73,71,73,80,80
1484,67,77,67,73,77,67,77
1485,86,80,89,67,67,67,86
1486,80,68,80,68,68,80,68
1487,66,66,66,77,86,77,86
1488,66,80,80,80,66,66,66
1489,67,67,77,67,67,67,77
1490,77,66,77,77,77,77,77
1491,80,80,80,68,88,73,68
1492,77,77,67,67,67,67,77
1493,69,69,86,86,69,86,69
1494,77,77,77,69,77,77,69
1495,69,69,69,69,69,80,80
1496,77,77,77,77,78,69,78
1497,69,69,69,69,79,79,79
1498,77,70,70,70,70,77,70
1499,67,77,77,67,77,67,77
1500,69,69,69,69,69,77,69
1501,70,70,70,89,89,89,89
1502,77,86,86,77,77,86,67
1503,74,76,74,76,74,74,76
1504,77,69,77,77,69,69,77
1505,78,80,69,78,69,69,78
1506,80,69,80,80,80,80,80
1507,69,69,77,69,77,69,69
1508,68,80,68,80,88,88,68
1509,67,67,77,77,77,77,77
1510,69,78,69,78,69,78,69
1511,70,70,77,70,77,70,77
1512,80,69,69,80,69,69,80
1513,70,77,70,70,70,70,77
1514,70,70,70,70,70,70,70
1515,68,68,74,74,86,86,68
1516,80,67,80,80,80,80,80
1517,69,69,80,80,80,69,69
1518,80,68,80,80,68,68,68
1519,68,80,80,68,78,80,78
1520,83,83,83,68,68,68,68
1521,77,66,66,66,77,77,86
1522,67,88,67,88,88,88,88
1523,73,74,73,67,73,73,73
1524,69,69,80,69,69,80,80
1525,86,71,77,86,77,71,86
1526,86,86,58,80,80,86,58
1527,71,71,71,71,77,77,77
1528,70,70,70,70,70,80,80
1529,89,89,89,89,89,69,69
1530,80,68,80,80,80,68,68
1531,76,74,68,68,76,74,68
1532,80,80,80,67,80,80,67
1533,66,66,66,80,80,80,80
1534,78,70,70,77,78,70,77
1535,80,67,80,67,80,80,80
1536,69,80,69,80,80,69,80
1537,77,70,77,70,77,70,70
1538,70,80,70,70,80,80,70
1539,80,80,66,66,66,80,80
1540,76,74,76,76,68,76,76
1541,80,80,67,80,80,67,80
1542,2,2,80,2,80,80,2
1543,69,69,80,69,69,69,69
1544,77,68,68,68,68,68,68
1545,86,86,86,86,86,80,80
1546,80,80,61,80,61,61,61
1547,79,68,79,79,79,79,68
1548,88,88,88,73,88,73,88
1549,88,68,68,88,68,68,88
1550,77,77,77,68,77,68,77
1551,67,80,80,67,80,67,67
1552,68,68,68,68,73,68,68
1553,85,68,88,88,88,88,88
1554,80,67,67,67,67,67,67
1555,66,66,66,66,74,76,74
1556,73,80,88,80,68,68,80
1557,69,69,80,69,69,77,69
1558,69,69,80,69,69,80,80
1559,80,67,88,88,88,67,67
1560,54,78,78,54,54,78,78
1561,79,80,67,67,67,67,79
1562,66,66,79,66,66,79,79
1563,86,86,67,67,86,86,67
1564,80,80,80,80,80,80,64
1565,80,80,80,65,80,65,80
1566,80,16,80,16,80,80,80
1567,77,77,77,77,77,65,77
1568,65,65,86,86,77,86,65
1569,80,80,60,77,60,80,80
1570,65,77,65,77,65,77,65
1571,46,80,46,80,46,80,80
1572,80,55,55,55,55,80,55
1573,41,41,83,83,83,41,41
1574,89,89,89,68,68,68,89
1575,63,63,63,80,63,63,63
1576,60,81,60,81,81,81,81
1577,29,29,80,80,29,80,29
1578,40,40,80,80,40,40,40
1579,61,88,61,61,88,61,88
1580,6,6,6,86,86,6,86
1581,23,23,85,23,85,23,23
1582,82,82,82,82,20,20,82
1583,59,80,80,80,59,59,80
1584,19,80,19,80,80,80,80
1585,79,79,63,79,63,63,79
1586,65,65,65,80,73,73,80
1587,90,90,90,31,90,90,31
1588,80,70,70,77,80,77,77
1589,70,77,77,77,77,77,70
1590,80,70,80,70,80,80,70
1591,71,71,80,80,71,80,80
1592,80,80,71,71,80,71,80
1593,69,69,77,69,77,69,69
1594,71,71,71,79,79,79,71
1595,88,69,69,88,88,73,88
1596,68,73,73,88,73,88,73
1597,65,65,80,80,80,73,65
1598,88,70,88,70,70,78,78
1599,69,69,80,80,69,80,69
1600,77,77,77,77,77,77,70
1601,70,88,70,88,88,70,88
1602,80,80,71,80,80,71,71
1603,69,80,69,80,69,80,80
1604,21,88,82,78,21,21,88
1605,70,77,77,70,70,77,77
1606,78,78,70,70,70,70,70
1607,80,71,80,71,80,71,71
1608,74,80,74,80,70,70,80
1609,70,77,70,70,70,70,70
1610,78,78,70,73,73,73,73
1611,70,70,70,77,70,77,70
1612,71,71,71,86,71,86,86
1613,71,71,80,73,80,71,73
1614,77,31,77,31,77,77,31
1615,81,74,76,73,70,74,81
1616,80,68,80,68,68,68,68
1617,86,70,86,86,70,70,70
1618,78,63,78,78,78,63,63
1619,69,80,80,80,80,69,69
1620,77,77,77,77,70,70,70
1621,69,69,69,69,69,69,88
1622,77,66,77,66,66,77,66
1623,69,80,69,80,80,69,69
1624,88,88,88,88,71,71,71
1625,83,70,88,70,83,88,70
1626,80,77,77,69,69,80,77
1627,80,77,77,69,69,77,69
1628,80,80,80,80,67,67,80
1629,68,79,68,79,68,79,79
1630,80,69,80,69,69,69,80
1631,77,66,80,77,80,77,77
1632,89,69,69,69,89,69,69
1633,77,77,77,77,69,69,80
1634,80,80,69,69,80,69,69
1635,59,80,59,80,59,80,80
1636,80,80,69,80,80,69,80
1637,69,69,80,69,80,69,80
1638,80,69,78,78,69,80,80
1639,80,69,69,80,80,80,69
1640,69,80,69,69,80,69,80
1641,79,79,69,69,69,79,69
1642,69,80,80,69,80,69,69
1643,80,80,70,70,70,80,70
1644,77,70,70,70,77,77,70
1645,80,71,71,71,80,71,80
1646,80,73,73,80,73,73,80
1647,71,77,78,71,77,77,77
1648,71,80,71,80,80,80,80
1649,79,77,77,71,71,71,77
1650,80,80,80,80,80,80,80
1651,88,71,80,80,80,88,88
1652,70,86,70,86,86,86,70
1653,80,80,69,80,80,80,80
1654,71,71,71,71,71,71,77
1655,86,86,86,86,86,86,67
1656,77,71,77,86,86,71,77
1657,73,69,73,69,73,80,69
1658,69,80,69,69,69,80,69
1659,69,69,69,77,77,77,69
1660,69,69,80,69,69,80,80
1661,80,80,67,67,80,80,80
1662,86,80,80,86,80,70,80
1663,89,89,70,70,70,70,89
1664,77,70,70,70,70,77,77
1665,70,70,70,70,70,70,80
1666,70,80,70,80,80,80,80
1667,70,80,70,70,80,70,80
1668,70,70,70,70,77,70,70
1669,70,80,80,80,70,78,78
1670,88,77,88,71,71,77,77
1671,71,71,71,71,80,80,71
1672,80,80,80,80,80,66,66
1673,68,73,68,68,88,73,68
1674,35,35,35,35,80,35,35
1675,80,80,69,69,69,80,69
1676,80,80,80,69,69,80,69
1677,69,80,69,80,69,69,69
1678,71,71,80,71,80,80,80
1679,88,71,86,86,86,86,71
1680,71,71,80,80,71,80,80
1681,67,67,67,77,67,77,67
1682,69,69,69,69,69,80,80
