,0,1,2,3
1362,28,28,6,28
1363,12,12,12,12
1364,7,7,7,7
1365,6,6,6,19
1366,28,28,28,28
1367,15,15,15,15
1368,19,19,19,19
1369,12,12,25,12
1370,25,28,25,25
1371,6,6,28,28
1372,28,28,28,28
1373,8,8,8,8
1374,17,17,17,17
1375,28,28,28,28
1376,11,11,11,12
1377,28,28,28,28
1378,6,6,6,6
1379,28,9,28,9
1380,8,2,2,2
1381,11,11,15,11
1382,11,11,11,11
1383,28,28,17,28
1384,8,26,8,8
1385,19,19,19,19
1386,28,28,17,28
1387,5,5,5,5
1388,8,5,8,5
1389,11,15,11,15
1390,5,5,5,5
1391,26,26,26,26
1392,28,9,28,28
1393,11,5,11,11
1394,8,8,11,11
1395,28,28,28,19
1396,20,8,20,20
1397,28,28,28,28
1398,11,11,11,11
1399,17,17,17,28
1400,19,19,19,19
1401,28,28,17,28
1402,26,26,26,26
1403,10,10,26,10
1404,28,2,2,2
1405,28,9,9,28
1406,5,5,5,5
1407,7,7,11,11
1408,1,1,1,1
1409,28,28,28,28
1410,1,1,1,1
1411,20,20,20,20
1412,28,28,28,28
1413,12,12,12,12
1414,7,7,7,7
1415,10,10,10,10
1416,1,1,1,1
1417,5,5,5,5
1418,26,26,26,26
1419,6,25,1,6
1420,6,6,28,28
1421,28,28,28,28
1422,16,16,16,12
1423,17,8,8,17
1424,2,2,2,2
1425,25,28,28,28
1426,8,8,8,8
1427,6,6,6,6
1428,28,28,28,28
1429,28,28,28,28
1430,12,28,12,12
1431,8,5,5,5
1432,11,8,11,8
1433,15,15,15,15
1434,17,28,28,17
1435,4,4,4,4
1436,6,6,6,6
1437,9,9,28,9
1438,3,3,3,3
1439,7,7,7,11
1440,8,8,7,7
1441,28,28,28,28
1442,11,11,11,11
1443,6,6,6,6
1444,9,9,28,9
1445,17,28,28,17
1446,11,11,11,11
1447,11,11,11,11
1448,5,8,5,8
1449,13,13,13,13
1450,7,7,7,7
1451,11,11,11,11
1452,28,28,28,28
1453,10,28,28,28
1454,5,5,5,5
1455,11,11,23,23
1456,28,28,28,28
1457,8,8,8,8
1458,13,13,13,13
1459,11,11,11,11
1460,12,12,12,12
1461,9,11,11,9
1462,5,5,5,5
1463,8,8,8,8
1464,11,11,11,11
1465,25,25,25,25
1466,17,17,17,17
1467,11,11,11,11
1468,19,19,19,19
1469,6,6,6,6
1470,16,16,16,16
1471,5,5,5,5
1472,11,11,11,11
1473,28,28,28,28
1474,5,5,5,5
1475,11,11,11,11
1476,8,8,8,8
1477,11,11,11,11
1478,3,3,3,3
1479,11,11,11,11
1480,16,16,16,16
1481,11,11,11,11
1482,11,11,11,11
1483,7,7,7,7
1484,19,2,2,2
1485,5,5,5,5
1486,12,12,12,12
1487,9,9,9,9
1488,9,9,9,9
1489,19,19,19,19
1490,26,26,5,26
1491,19,19,19,19
1492,20,20,20,20
1493,5,5,5,5
1494,25,25,9,25
1495,11,11,11,11
1496,20,20,20,20
1497,5,5,5,5
1498,5,5,5,5
1499,5,5,5,5
1500,11,11,11,11
1501,8,8,8,8
1502,19,19,19,19
1503,16,16,16,16
1504,9,9,9,9
1505,11,11,11,11
1506,1,1,1,1
1507,12,12,28,12
1508,28,28,28,28
1509,8,9,11,12
1510,11,11,11,11
1511,4,4,4,4
1512,28,28,28,28
1513,11,15,11,15
1514,11,11,11,11
1515,11,11,11,11
1516,7,7,7,7
1517,5,5,5,5
1518,1,1,1,1
1519,8,11,11,11
1520,15,15,15,15
1521,11,11,10,11
1522,26,26,26,8
1523,11,11,11,11
1524,9,15,15,9
1525,6,6,6,6
1526,12,12,12,12
1527,15,15,15,15
1528,11,11,11,11
1529,26,9,9,9
1530,11,11,11,11
1531,25,6,6,6
1532,6,6,6,6
1533,10,10,10,10
1534,5,5,5,5
1535,8,8,26,26
1536,25,25,25,25
1537,8,8,8,8
1538,1,1,1,1
1539,11,11,11,11
1540,19,6,6,6
1541,8,8,8,8
1542,28,28,28,28
1543,11,11,11,11
1544,11,11,11,11
1545,5,5,5,5
1546,28,28,28,28
1547,19,19,19,19
1548,11,11,11,11
1549,4,4,4,4
1550,11,11,11,11
1551,13,13,13,13
1552,11,11,11,11
1553,2,2,2,2
1554,16,16,16,16
1555,11,11,11,11
1556,28,28,28,28
1557,19,19,19,19
1558,19,19,19,19
1559,5,5,5,5
1560,11,11,11,11
1561,22,22,22,22
1562,12,12,12,12
1563,1,1,1,1
1564,28,28,10,28
1565,6,11,11,6
1566,17,17,17,17
1567,9,11,9,11
1568,15,11,11,11
1569,5,5,5,5
1570,8,8,8,8
1571,11,11,11,11
1572,26,26,26,26
1573,7,7,7,7
1574,3,3,20,3
1575,8,8,8,8
1576,11,11,11,11
1577,22,22,22,22
1578,28,28,28,28
1579,9,28,28,28
1580,8,8,8,8
1581,12,12,12,12
1582,2,2,2,2
1583,28,9,28,28
1584,2,2,2,2
1585,28,28,28,28
1586,5,5,5,5
1587,5,5,5,5
1588,3,3,3,3
1589,0,0,0,6
1590,6,6,6,6
1591,11,11,11,11
1592,5,5,5,5
1593,5,5,5,5
1594,25,25,25,25
1595,20,1,1,20
1596,16,16,16,16
1597,13,13,13,13
1598,11,11,11,11
1599,2,2,2,2
1600,1,1,1,1
1601,11,11,11,11
1602,26,26,26,26
1603,11,11,11,11
1604,19,19,19,19
1605,5,5,5,5
1606,5,5,5,5
1607,5,5,5,5
1608,15,15,15,15
1609,4,4,4,4
1610,9,9,9,6
1611,16,16,16,16
1612,28,28,28,28
1613,6,6,6,6
1614,3,3,3,3
1615,14,14,14,14
1616,1,1,1,1
1617,28,28,28,25
1618,11,11,11,11
1619,5,5,5,5
1620,10,10,10,10
1621,11,11,11,11
1622,19,19,19,19
1623,28,28,28,28
1624,7,7,7,7
1625,15,15,15,15
1626,18,18,18,18
1627,4,4,4,4
1628,28,28,28,28
1629,11,11,11,11
1630,7,7,7,7
1631,18,18,18,18
1632,11,11,11,11
1633,19,19,19,19
1634,13,13,13,13
1635,11,11,11,11
1636,9,11,9,11
1637,1,1,1,1
1638,11,11,11,11
1639,11,11,11,11
1640,8,8,8,8
1641,25,25,25,25
1642,5,5,5,5
1643,28,25,25,28
1644,19,19,19,19
1645,28,28,28,28
1646,11,11,11,11
1647,8,8,8,8
1648,19,19,19,19
1649,2,2,2,2
1650,14,14,14,14
1651,11,11,11,11
1652,13,13,13,13
1653,16,16,16,16
1654,11,11,11,11
1655,7,7,7,7
1656,28,9,28,9
1657,11,11,11,11
1658,1,1,1,11
1659,8,8,8,8
1660,12,12,12,12
1661,19,19,19,19
1662,20,20,20,20
1663,19,19,19,19
1664,4,4,4,4
1665,11,11,16,16
1666,11,11,11,11
1667,28,28,28,28
1668,11,11,11,11
1669,11,11,11,11
1670,9,9,9,9
1671,28,28,28,28
1672,11,11,11,11
1673,11,11,11,11
1674,8,8,8,2
1675,11,11,11,11
1676,13,13,13,13
1677,4,4,4,4
1678,28,28,28,28
1679,5,5,5,5
1680,11,11,11,11
1681,11,11,11,11
1682,12,12,12,12
1683,19,19,19,19
1684,28,28,28,28
1685,9,9,9,9
1686,12,12,12,12
1687,7,7,7,7
1688,28,28,28,28
1689,4,4,4,4
1690,5,5,5,5
1691,28,28,28,28
1692,28,28,28,28
1693,12,12,12,12
1694,8,8,8,8
1695,20,20,20,20
1696,11,11,11,11
1697,8,8,26,8
1698,19,2,19,19
1699,19,19,19,19
1700,18,18,18,18
1701,9,9,9,9
1702,11,11,11,11
1703,5,5,5,5
1704,13,13,13,13
1705,28,28,28,28
1706,28,28,28,28
1707,11,11,11,11
1708,28,28,28,28
1709,28,28,28,28
1710,6,2,2,6
1711,15,15,15,15
1712,16,16,16,16
1713,3,3,3,3
1714,9,11,9,9
1715,9,9,9,9
1716,11,11,11,11
1717,5,5,5,5
1718,8,8,8,8
1719,11,11,11,11
1720,9,9,9,9
1721,11,11,11,11
1722,8,8,8,8
1723,9,9,9,9
1724,9,25,9,9
1725,28,28,28,28
1726,5,5,5,5
1727,13,13,13,13
1728,5,5,5,5
1729,27,27,27,27
1730,19,28,19,28
1731,8,8,8,8
1732,12,12,12,12
1733,11,11,11,11
1734,5,5,5,5
1735,11,11,11,11
1736,10,10,10,10
1737,11,11,11,11
1738,6,6,6,6
1739,13,13,13,13
1740,23,23,23,23
1741,6,6,6,6
1742,13,13,13,13
1743,12,12,12,12
1744,8,8,8,8
1745,21,21,11,21
1746,9,9,9,9
1747,8,8,8,8
1748,11,9,11,11
1749,11,11,11,11
1750,28,25,9,9
1751,11,11,11,11
1752,9,9,9,28
1753,26,26,26,26
1754,1,1,1,1
1755,11,11,11,11
1756,11,11,11,11
1757,11,11,11,11
1758,12,12,12,12
1759,25,25,25,25
1760,26,8,8,8
1761,2,2,2,2
1762,8,8,8,8
1763,8,8,8,8
1764,1,1,1,1
1765,20,20,20,20
1766,9,9,9,9
1767,5,5,5,5
1768,5,5,5,5
1769,11,11,11,11
1770,26,26,26,26
1771,25,25,25,25
1772,11,11,11,11
1773,9,9,9,9
1774,5,5,5,5
1775,11,11,11,11
1776,25,25,25,25
1777,11,11,11,11
1778,1,1,1,1
1779,15,15,15,15
1780,5,5,5,5
1781,13,13,13,13
1782,1,1,1,1
1783,17,17,17,17
1784,19,19,19,19
1785,13,13,13,13
1786,11,11,11,11
1787,11,11,24,11
1788,28,28,28,28
1789,11,11,11,11
1790,11,11,11,11
1791,11,11,11,11
1792,5,5,5,5
1793,16,16,16,16
1794,11,11,11,11
1795,13,13,13,13
1796,11,11,11,11
1797,5,5,5,5
1798,8,8,1,1
1799,9,6,9,9
1800,5,5,5,5
1801,6,6,6,6
1802,5,5,5,5
1803,28,28,28,28
1804,6,6,6,6
1805,13,13,13,13
1806,11,11,11,11
1807,9,9,9,9
1808,1,1,1,1
1809,28,28,28,28
1810,19,19,19,19
1811,8,8,8,8
1812,8,8,8,8
1813,9,9,9,9
1814,2,2,2,2
1815,20,20,20,20
1816,20,20,20,20
1817,5,5,5,5
1818,28,28,28,28
1819,3,3,3,3
1820,11,11,11,11
1821,5,8,8,8
1822,8,8,8,8
1823,9,9,9,9
1824,5,5,5,5
1825,8,8,8,8
1826,25,25,25,25
1827,2,2,2,2
1828,5,5,5,5
1829,5,5,5,5
1830,28,28,28,28
1831,1,1,1,1
1832,11,11,11,11
1833,19,19,19,19
1834,18,18,18,18
1835,2,2,2,2
1836,18,18,18,18
1837,5,5,5,5
1838,26,8,26,26
1839,26,26,26,26
1840,25,25,25,25
1841,19,19,19,19
1842,6,6,6,6
1843,15,11,15,11
1844,28,28,28,28
1845,6,6,6,6
1846,12,12,12,12
1847,1,1,1,1
1848,8,8,5,8
1849,12,12,12,12
1850,28,28,28,28
1851,26,26,1,1
1852,4,4,4,4
1853,20,9,9,20
1854,1,1,1,1
1855,6,6,6,6
1856,9,9,9,9
1857,28,28,28,28
1858,11,11,11,6
1859,25,25,25,25
1860,28,28,28,28
1861,10,10,10,10
1862,16,16,16,16
1863,8,8,8,8
1864,28,28,28,28
1865,26,26,26,26
1866,9,9,9,9
1867,11,11,11,11
1868,12,12,12,12
1869,13,13,13,13
1870,2,2,2,2
1871,8,8,8,8
1872,9,9,9,9
1873,7,7,7,7
1874,10,10,10,10
1875,30,30,30,30
1876,9,9,9,9
1877,15,15,15,15
1878,28,28,28,28
1879,28,28,28,28
1880,11,11,11,11
1881,20,20,20,20
1882,28,28,28,28
1883,10,10,10,10
1884,26,26,26,26
1885,15,15,15,15
1886,15,15,15,15
1887,13,13,13,13
1888,20,20,5,5
1889,26,26,26,26
1890,28,28,28,28
1891,7,7,7,7
1892,5,5,5,5
1893,8,8,8,8
1894,28,28,28,28
1895,25,25,25,25
1896,9,9,9,9
1897,28,28,28,28
1898,7,7,7,7
1899,25,25,25,25
1900,5,5,5,5
1901,4,4,4,4
1902,11,11,11,11
1903,11,5,11,26
1904,13,13,13,13
1905,18,18,18,18
1906,5,5,5,5
1907,26,26,26,26
1908,8,8,8,8
1909,10,10,10,10
1910,1,1,1,1
1911,17,17,17,17
1912,2,2,6,6
1913,19,19,19,19
1914,22,22,22,22
1915,12,12,12,12
1916,8,8,8,8
1917,4,4,4,4
1918,28,28,28,28
1919,11,11,11,11
1920,28,28,28,28
1921,22,22,22,22
1922,5,5,11,11
1923,5,5,5,5
1924,19,19,19,19
1925,8,8,8,8
1926,17,17,17,17
1927,11,11,11,11
1928,6,28,28,28
1929,19,28,19,19
1930,9,9,9,9
1931,28,28,28,28
1932,11,11,12,11
1933,19,19,19,28
1934,28,28,28,28
1935,28,28,28,28
1936,7,7,7,7
1937,28,28,19,19
1938,10,10,10,26
1939,7,7,7,7
1940,19,19,19,19
1941,8,8,8,19
1942,8,8,8,6
1943,5,25,5,5
1944,25,28,28,28
1945,28,28,28,28
1946,11,11,11,11
1947,20,20,20,20
1948,6,9,9,9
1949,5,5,5,5
1950,1,1,1,1
1951,9,9,9,9
1952,13,13,13,13
1953,28,28,28,28
1954,8,8,8,8
1955,18,18,18,18
1956,12,12,12,12
1957,5,5,5,5
1958,4,4,4,4
1959,5,5,5,5
1960,12,12,12,12
1961,19,19,19,19
1962,11,11,11,11
1963,28,9,28,9
1964,11,6,11,11
1965,25,9,9,28
1966,27,27,27,27
1967,10,26,26,26
1968,8,8,8,8
1969,9,9,9,9
1970,6,6,6,6
1971,13,13,13,13
1972,8,8,8,8
1973,28,28,28,28
1974,11,11,11,11
1975,10,10,10,10
1976,4,4,4,4
1977,11,11,11,11
1978,19,19,19,19
1979,19,19,19,19
1980,13,13,13,13
1981,9,9,9,9
1982,7,7,7,7
1983,28,28,28,28
1984,25,25,25,25
1985,30,30,30,30
1986,26,26,26,26
1987,6,6,6,6
1988,28,28,28,28
1989,19,19,19,19
1990,15,6,6,15
1991,11,19,19,11
1992,11,11,11,11
1993,11,11,11,11
1994,11,11,11,11
1995,26,26,26,26
1996,11,11,11,11
1997,11,27,11,27
1998,6,6,6,6
1999,11,11,11,11
2000,9,6,6,6
2001,11,11,11,11
2002,25,25,25,25
2003,11,11,11,11
2004,2,2,2,2
2005,16,16,16,16
2006,9,9,9,6
2007,12,12,6,6
2008,28,28,28,28
2009,11,11,11,11
2010,15,15,15,15
2011,15,15,15,15
2012,20,20,20,20
2013,16,16,16,16
2014,6,6,6,6
2015,5,5,5,5
2016,19,19,19,19
2017,5,5,5,5
2018,12,11,12,11
2019,11,11,11,11
2020,12,12,12,12
2021,6,6,6,6
2022,11,11,11,11
2023,19,19,19,19
2024,6,6,6,6
2025,17,17,17,17
2026,17,9,17,17
2027,11,11,11,11
2028,25,25,25,25
2029,20,20,20,20
2030,11,11,11,11
2031,17,9,9,17
2032,13,13,13,13
2033,13,13,13,13
2034,17,17,17,17
2035,12,12,12,12
2036,28,28,28,28
2037,1,1,1,1
2038,6,6,6,6
2039,9,9,9,9
2040,9,28,28,9
2041,11,11,11,11
2042,19,19,19,19
2043,6,9,9,6
2044,11,11,11,25
2045,6,6,6,6
2046,7,7,7,7
2047,8,6,8,6
2048,2,2,2,2
2049,6,6,6,6
2050,19,19,19,19
2051,6,6,6,20
2052,1,11,1,1
2053,11,11,11,11
2054,20,20,20,20
2055,12,12,12,12
2056,11,11,11,11
2057,3,9,9,9
2058,7,7,7,7
2059,11,11,11,11
2060,8,8,8,8
2061,8,8,8,8
2062,11,11,11,11
2063,11,11,11,11
2064,1,1,1,1
2065,17,9,9,17
2066,6,25,25,9
2067,6,9,25,25
2068,28,28,28,28
2069,8,8,8,8
2070,11,11,11,11
2071,17,17,17,17
2072,11,11,11,11
2073,28,28,28,28
2074,11,9,9,9
2075,15,15,15,15
2076,19,19,19,19
2077,15,15,15,15
2078,28,28,28,28
2079,13,13,13,13
2080,9,9,9,9
2081,28,28,28,28
2082,6,6,6,6
2083,4,4,4,4
2084,11,11,11,11
2085,4,4,4,4
2086,11,11,11,11
2087,1,1,1,1
2088,11,5,5,11
2089,28,28,28,21
2090,11,9,9,9
2091,6,6,6,6
2092,11,11,11,11
2093,9,7,7,9
2094,9,9,9,9
2095,28,28,28,28
2096,6,6,9,9
2097,8,8,8,8
2098,28,28,28,28
2099,9,9,9,9
2100,11,11,11,11
2101,6,6,9,9
2102,6,11,6,11
2103,5,5,5,5
2104,25,25,25,25
2105,7,7,7,7
2106,20,12,20,20
2107,8,8,8,8
2108,26,10,11,10
2109,1,1,1,1
2110,5,5,5,5
2111,11,11,11,11
2112,8,8,8,8
2113,8,8,8,8
2114,19,19,19,19
2115,16,16,16,16
2116,6,6,6,6
2117,25,25,7,25
2118,11,11,11,11
2119,28,28,28,25
2120,17,9,9,9
2121,25,25,25,25
2122,19,19,19,19
2123,18,18,18,18
2124,19,19,19,19
2125,28,11,11,11
2126,7,7,7,7
2127,16,16,16,16
2128,6,6,6,6
2129,5,5,5,5
2130,8,8,8,4
2131,16,16,16,16
2132,7,7,7,7
2133,17,9,9,9
2134,11,11,11,11
2135,7,7,7,7
2136,5,5,5,5
2137,11,11,11,11
2138,5,5,5,5
2139,28,28,28,28
2140,1,1,1,1
2141,25,25,25,25
2142,11,19,25,11
2143,9,9,9,9
2144,10,11,11,11
2145,11,11,11,11
2146,26,26,26,26
2147,7,7,7,7
2148,11,11,11,11
2149,11,11,11,11
2150,11,11,11,11
2151,11,11,11,17
2152,9,28,9,9
2153,11,11,6,11
2154,19,19,19,19
2155,19,19,19,19
2156,6,9,6,9
2157,28,28,28,28
2158,28,28,28,28
2159,9,9,9,28
2160,25,25,25,25
2161,26,26,26,26
2162,8,8,8,8
2163,11,12,12,11
2164,5,5,5,5
2165,12,12,12,12
2166,11,11,11,11
2167,9,9,28,28
2168,8,8,8,8
2169,6,6,6,6
2170,13,13,13,13
2171,12,12,12,12
2172,9,9,9,9
2173,6,2,2,6
2174,7,7,7,7
2175,1,1,1,1
2176,25,25,25,25
2177,9,9,17,17
2178,15,15,15,15
2179,15,15,15,15
2180,7,7,7,7
2181,11,11,11,11
2182,17,17,17,17
2183,16,11,16,16
2184,8,8,8,8
2185,19,19,19,19
2186,23,23,23,23
2187,11,11,11,11
2188,28,28,28,28
2189,7,7,7,7
2190,11,11,11,11
2191,16,16,16,16
2192,15,15,15,15
2193,28,28,28,28
2194,25,9,9,9
2195,12,12,12,12
2196,11,11,11,11
2197,15,15,15,15
2198,15,15,15,15
2199,13,13,13,13
2200,23,23,26,23
2201,28,28,28,28
2202,5,5,5,5
2203,25,0,25,0
2204,11,11,11,11
2205,8,8,8,8
2206,5,5,5,5
2207,21,21,21,21
2208,1,1,1,1
2209,5,5,5,5
2210,6,6,6,6
2211,11,11,11,11
2212,28,28,28,13
2213,6,6,6,6
2214,5,5,5,5
2215,25,25,25,25
2216,16,16,16,16
2217,11,11,11,11
2218,11,11,11,11
2219,1,1,1,1
2220,6,15,15,15
2221,9,9,9,9
2222,9,9,28,9
2223,0,0,7,7
2224,11,11,11,11
2225,11,11,11,11
2226,19,19,19,19
2227,11,11,11,11
2228,4,4,4,4
2229,7,7,7,7
2230,11,11,11,11
2231,6,6,6,6
2232,23,23,23,23
2233,14,14,14,14
2234,26,26,26,26
2235,28,28,28,28
2236,19,19,19,19
2237,18,18,18,18
2238,16,27,27,27
2239,11,25,25,25
2240,28,28,28,28
2241,13,13,13,13
2242,6,6,6,6
2243,6,20,20,6
2244,28,28,28,28
2245,11,25,11,11
2246,28,28,28,28
2247,0,11,0,12
2248,7,7,7,7
2249,19,19,19,19
2250,11,11,11,11
2251,11,11,11,11
2252,25,25,9,25
2253,7,7,7,7
2254,11,11,25,25
2255,15,7,15,15
2256,5,5,5,5
2257,11,11,11,11
2258,25,25,25,25
2259,28,28,28,28
2260,1,1,1,1
2261,8,8,8,8
2262,5,5,5,5
2263,18,28,28,18
2264,11,11,11,11
2265,7,7,7,7
2266,19,19,19,19
2267,25,25,25,25
2268,11,8,11,11
2269,8,8,8,8
2270,1,1,1,1
2271,26,8,8,8
2272,11,11,11,11
2273,21,28,21,28
2274,11,11,5,5
2275,18,18,18,18
2276,26,10,26,26
2277,7,7,7,7
2278,12,12,12,12
2279,17,17,9,17
2280,15,15,15,15
2281,12,12,12,12
2282,25,25,25,25
2283,6,6,6,6
2284,11,11,11,11
2285,19,19,19,19
2286,11,25,25,11
2287,5,5,5,5
2288,26,20,20,20
2289,17,17,17,17
2290,28,28,11,11
2291,5,5,1,1
2292,6,6,9,6
2293,16,16,16,16
2294,12,12,12,12
2295,16,16,16,16
2296,7,7,7,7
2297,11,11,11,11
2298,28,28,28,28
2299,17,17,17,17
2300,28,28,28,28
2301,15,15,15,15
2302,20,20,8,8
2303,28,28,28,28
2304,11,11,8,8
2305,12,12,12,12
2306,6,6,6,6
2307,6,9,6,9
2308,14,14,14,14
2309,28,28,28,28
2310,22,22,22,30
2311,9,28,28,28
2312,8,8,8,8
2313,18,18,18,18
2314,17,17,17,17
2315,19,19,19,19
2316,28,28,28,28
2317,17,17,17,17
2318,1,1,20,20
2319,25,7,25,7
2320,7,7,7,7
2321,9,8,9,8
2322,6,6,6,6
2323,11,11,17,11
2324,8,6,8,8
2325,17,17,17,17
2326,15,11,15,11
2327,9,9,9,9
2328,26,10,26,10
2329,9,9,9,9
2330,6,0,6,20
2331,19,19,19,19
2332,1,1,1,1
2333,28,28,28,28
2334,26,26,26,26
2335,17,17,28,17
2336,26,26,26,26
2337,28,28,28,28
2338,12,12,12,12
2339,6,6,6,6
2340,7,7,7,7
2341,8,8,8,8
2342,10,10,10,10
2343,5,11,5,5
2344,2,1,1,2
2345,28,28,28,28
2346,26,26,26,26
2347,17,25,9,28
2348,9,9,9,25
2349,7,7,9,28
2350,26,26,26,26
2351,15,15,15,15
2352,25,25,25,25
2353,6,6,6,6
2354,28,28,28,28
2355,8,8,8,8
2356,5,5,5,5
2357,17,17,17,17
2358,19,19,19,19
2359,9,9,25,9
2360,8,8,8,8
2361,9,28,28,9
2362,11,11,11,11
2363,6,6,28,28
2364,15,15,11,15
2365,28,28,28,28
2366,8,8,8,8
2367,28,9,17,28
2368,6,6,6,6
2369,9,25,25,9
2370,26,17,17,17
2371,29,29,11,11
2372,28,28,28,28
2373,4,4,4,4
2374,20,20,20,20
2375,6,6,9,9
2376,4,4,4,4
2377,28,28,28,25
2378,28,28,28,28
2379,5,5,5,5
2380,6,6,6,6
2381,10,10,10,10
2382,8,8,11,11
2383,28,28,28,28
2384,28,9,28,9
2385,28,11,11,11
2386,7,7,7,1
2387,4,4,4,4
2388,4,4,4,4
2389,8,4,8,8
2390,28,28,28,28
2391,26,26,26,26
2392,11,11,11,11
2393,9,9,6,9
2394,8,8,8,8
2395,11,1,11,11
2396,10,28,28,28
2397,28,28,28,28
2398,26,26,26,26
2399,5,5,5,5
2400,26,26,26,26
2401,17,17,17,17
2402,28,28,28,28
2403,18,28,18,28
2404,26,8,8,8
2405,28,28,28,28
2406,15,15,15,11
2407,12,12,12,12
2408,7,15,7,15
2409,8,8,8,8
2410,28,28,6,6
2411,28,28,28,28
2412,1,1,8,8
2413,17,17,17,28
2414,6,6,6,6
2415,1,1,1,1
2416,16,16,16,16
2417,8,8,8,8
2418,17,17,17,17
2419,19,28,19,19
2420,5,5,5,5
2421,6,6,6,6
2422,8,8,8,8
2423,30,30,30,30
2424,26,26,26,26
2425,12,12,12,12
2426,26,11,26,11
2427,11,11,11,11
2428,26,26,26,26
2429,5,5,5,5
2430,28,28,28,28
2431,15,15,15,15
2432,28,28,28,28
2433,17,17,17,17
2434,3,3,3,3
2435,11,11,11,11
2436,7,7,7,7
2437,25,25,28,25
2438,1,1,1,1
2439,11,11,11,11
2440,5,5,5,5
2441,6,9,6,9
2442,8,1,1,8
2443,28,28,28,28
2444,26,8,8,26
2445,28,28,28,28
2446,6,6,6,6
2447,1,1,1,6
2448,28,28,28,28
2449,1,1,1,1
2450,8,8,8,8
2451,19,19,19,19
2452,11,11,11,11
2453,17,6,6,6
2454,26,2,2,2
2455,8,8,28,8
2456,17,17,17,17
2457,9,6,6,6
2458,10,11,10,11
2459,20,20,26,26
2460,12,12,12,12
2461,8,8,8,1
2462,1,1,1,1
2463,6,6,6,6
2464,8,8,8,8
2465,17,17,17,17
2466,1,7,7,1
2467,11,11,11,11
2468,17,17,17,17
2469,8,8,26,8
2470,6,6,6,6
2471,28,28,28,28
2472,28,28,28,28
2473,28,28,28,28
2474,28,28,28,28
2475,28,28,28,28
2476,7,7,7,7
2477,9,17,17,9
2478,1,1,1,1
2479,11,8,8,11
2480,8,1,8,8
2481,8,8,8,26
2482,28,28,28,28
2483,18,25,18,25
2484,10,10,10,10
2485,25,25,25,25
2486,1,1,1,1
2487,1,8,1,1
2488,7,7,7,7
2489,28,11,28,28
2490,25,9,25,9
2491,6,12,12,12
2492,26,26,26,26
2493,8,8,8,8
2494,17,17,17,17
2495,6,6,6,6
2496,28,28,28,28
2497,5,1,8,1
2498,5,8,8,8
2499,15,15,15,15
2500,9,18,18,9
2501,6,6,6,6
2502,28,28,9,28
2503,28,28,28,28
2504,9,28,28,28
2505,6,11,11,11
2506,11,11,11,11
2507,9,9,9,9
2508,6,6,6,6
2509,10,10,10,10
2510,8,8,8,8
2511,7,7,7,7
2512,5,5,5,5
2513,15,15,15,15
2514,25,28,25,28
2515,8,11,26,20
2516,28,28,28,28
2517,9,9,9,9
2518,17,17,17,17
2519,8,8,8,8
2520,6,6,6,6
2521,17,17,17,17
2522,7,7,7,7
2523,1,1,1,1
2524,12,12,12,12
2525,5,5,5,5
2526,1,1,8,1
2527,6,6,6,6
2528,9,28,9,9
2529,8,8,26,8
2530,28,9,9,28
2531,6,6,2,2
2532,26,26,26,26
2533,8,8,8,8
2534,5,5,26,26
2535,6,6,6,6
2536,8,6,8,6
2537,6,6,6,6
2538,5,5,5,5
2539,19,19,19,19
2540,28,28,28,28
2541,11,11,11,11
2542,28,25,28,28
2543,25,6,9,6
2544,17,17,17,17
2545,25,9,9,25
2546,1,1,1,1
2547,26,26,26,26
2548,16,16,16,16
2549,11,11,11,11
2550,20,8,8,11
2551,28,28,28,28
2552,20,20,20,20
2553,5,5,5,5
2554,28,28,28,28
2555,6,6,6,6
2556,28,28,28,28
2557,8,8,8,8
2558,6,6,6,6
2559,19,19,28,28
2560,6,8,8,8
2561,28,28,28,28
2562,5,5,5,5
2563,10,10,10,10
2564,7,7,7,7
2565,1,1,1,1
2566,11,11,12,11
2567,20,20,20,20
2568,6,6,6,6
2569,1,1,1,1
2570,0,0,7,0
2571,18,18,28,28
2572,25,6,6,6
2573,7,7,25,7
2574,16,16,16,16
2575,6,6,6,6
2576,28,28,28,28
2577,8,26,8,8
2578,15,15,13,15
2579,6,6,6,6
2580,11,11,21,21
2581,9,9,9,9
2582,6,6,6,6
2583,9,9,9,9
2584,28,28,28,28
2585,0,0,0,0
2586,28,28,28,28
2587,13,13,13,13
2588,7,7,17,7
2589,6,6,6,6
2590,11,11,5,5
2591,10,10,10,10
2592,8,8,8,8
2593,8,8,8,8
2594,12,12,11,11
2595,6,8,11,11
2596,5,5,5,5
2597,3,3,3,3
2598,1,1,1,1
2599,20,7,7,7
2600,27,27,27,27
2601,19,19,19,19
2602,11,11,11,11
2603,5,5,5,5
2604,8,8,8,6
2605,8,8,8,8
2606,6,6,6,6
2607,20,20,20,20
2608,6,6,6,6
2609,26,26,26,26
2610,6,6,9,6
2611,12,12,17,17
2612,20,20,20,20
2613,30,30,28,28
2614,12,12,12,12
2615,11,11,11,11
2616,7,7,7,7
2617,7,7,7,7
2618,14,14,14,14
2619,12,12,12,12
2620,8,8,8,8
2621,15,15,15,15
2622,1,1,1,1
2623,25,25,25,25
2624,5,5,5,5
2625,8,8,8,8
2626,19,19,19,19
2627,26,26,26,8
2628,1,1,1,1
2629,9,9,9,9
2630,8,6,6,6
2631,10,10,10,10
2632,26,26,26,26
